Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Starting_Salary,Current_Job_Level
19.0,0,2.47,528.0,2.9,4,2.0,6.0,4.0,9.0,39400.0,3
29.0,1,3.23,300.0,3.02,0,4.0,1.0,2.0,5.0,41800.0,2
21.0,1,3.02,818.0,3.06,6,2.0,9.0,2.0,3.0,49600.0,2
22.0,1,3.98,241.0,3.64,4,4.0,1.0,0.0,7.0,26200.0,3
25.0,0,3.97,455.0,3.03,5,4.0,1.0,2.0,3.0,57500.0,0
23.0,1,3.27,975.0,2.46,4,1.0,3.0,0.0,6.0,53900.0,2
21.0,0,2.89,742.0,3.33,5,2.0,7.0,1.0,4.0,36000.0,0
28.0,0,2.98,902.0,3.59,3,3.0,7.0,0.0,7.0,57300.0,0
24.0,0,3.36,530.0,2.64,2,3.0,7.0,0.0,6.0,25000.0,0
25.0,0,2.2,659.0,3.29,3,3.0,7.0,4.0,7.0,55500.0,3
19.0,0,2.66,244.0,2.29,3,1.0,6.0,2.0,4.0,63500.0,2
29.0,0,2.15,563.0,2.68,0,3.0,5.0,3.0,6.0,55900.0,0
24.0,1,2.15,962.0,3.82,4,4.0,6.0,3.0,10.0,59000.0,0
19.0,1,2.39,771.0,3.82,6,1.0,4.0,4.0,7.0,60000.0,0
19.0,1,2.97,238.0,3.15,5,3.0,7.0,5.0,10.0,55900.0,0
25.0,0,3.57,246.0,3.4,5,1.0,1.0,5.0,8.0,49200.0,2
19.0,2,2.97,345.0,3.71,0,4.0,4.0,5.0,10.0,45200.0,0
28.0,0,2.67,484.0,3.92,2,1.0,6.0,1.0,9.0,67200.0,2
26.0,1,2.16,310.0,2.98,6,3.0,8.0,1.0,3.0,59100.0,3
29.0,0,3.1,561.0,3.12,4,1.0,9.0,1.0,5.0,67800.0,0
18.0,1,2.54,284.0,2.83,1,0.0,0.0,0.0,10.0,64900.0,3
26.0,1,3.23,38.0,2.14,6,3.0,8.0,2.0,3.0,32400.0,0
18.0,1,3.95,796.0,2.85,5,4.0,2.0,1.0,5.0,40000.0,0
27.0,1,2.22,32.0,3.58,0,2.0,0.0,3.0,2.0,25000.0,0
27.0,0,2.42,243.0,3.61,0,1.0,6.0,0.0,3.0,26600.0,0
19.0,1,2.95,553.0,3.78,3,1.0,2.0,1.0,7.0,25000.0,1
23.0,1,3.94,292.0,2.1,4,3.0,7.0,1.0,8.0,25000.0,0
23.0,0,3.54,615.0,3.05,1,3.0,1.0,5.0,5.0,46400.0,2
18.0,0,3.8,292.0,2.21,4,0.0,3.0,5.0,3.0,67600.0,2
24.0,0,2.67,619.0,2.4,6,4.0,1.0,2.0,4.0,55300.0,0
25.0,1,3.98,758.0,3.8,1,1.0,3.0,2.0,3.0,60400.0,0
19.0,0,2.21,382.0,2.99,4,1.0,0.0,0.0,3.0,50800.0,0
25.0,0,2.11,599.0,3.52,3,2.0,9.0,3.0,9.0,52200.0,0
26.0,1,3.71,578.0,2.13,1,1.0,4.0,4.0,4.0,61700.0,1
23.0,0,3.85,138.0,2.83,1,1.0,2.0,5.0,6.0,47600.0,2
22.0,1,2.18,838.0,3.35,6,0.0,8.0,3.0,3.0,51900.0,1
29.0,1,2.23,200.0,2.27,1,2.0,3.0,5.0,8.0,43900.0,2
26.0,0,2.07,335.0,2.65,3,1.0,5.0,2.0,4.0,31700.0,0
29.0,0,2.21,605.0,2.13,2,1.0,8.0,2.0,8.0,48100.0,0
28.0,1,2.42,447.0,3.3,2,4.0,1.0,4.0,2.0,32400.0,2
26.0,0,3.94,348.0,3.94,0,1.0,6.0,3.0,9.0,63200.0,0
18.0,0,3.34,278.0,3.65,2,0.0,2.0,3.0,2.0,57300.0,0
28.0,0,3.56,994.0,3.95,6,1.0,0.0,4.0,3.0,72300.0,0
20.0,1,3.55,532.0,3.69,0,1.0,8.0,2.0,3.0,38200.0,0
26.0,0,3.07,801.0,3.71,2,3.0,8.0,0.0,5.0,29400.0,2
28.0,1,3.59,399.0,3.15,2,1.0,3.0,3.0,3.0,27100.0,3
19.0,0,3.19,391.0,3.04,0,2.0,8.0,1.0,8.0,73600.0,2
29.0,1,2.63,984.0,2.81,6,3.0,6.0,3.0,10.0,44000.0,2
21.0,1,3.12,602.0,3.64,0,2.0,3.0,3.0,7.0,27500.0,2
21.0,0,3.07,562.0,2.36,5,2.0,1.0,3.0,1.0,57100.0,2
19.0,1,3.65,10.0,2.11,5,0.0,4.0,2.0,6.0,45000.0,0
20.0,1,3.96,591.0,3.9,6,1.0,7.0,1.0,2.0,35800.0,3
20.0,1,2.82,549.0,2.01,6,2.0,9.0,3.0,8.0,72300.0,0
18.0,0,3.53,59.0,3.95,4,1.0,9.0,0.0,10.0,47900.0,0
23.0,1,2.2,88.0,3.46,3,1.0,5.0,5.0,8.0,58500.0,0
25.0,0,3.55,459.0,2.66,2,0.0,4.0,5.0,7.0,56500.0,0
29.0,1,2.74,104.0,3.4,4,0.0,3.0,1.0,8.0,90700.0,0
20.0,1,2.08,831.0,3.64,2,2.0,5.0,4.0,1.0,47000.0,0
22.0,1,2.73,789.0,2.49,4,2.0,2.0,0.0,8.0,35000.0,2
18.0,0,3.22,104.0,3.54,1,3.0,1.0,4.0,1.0,39800.0,0
27.0,1,2.24,254.0,3.61,5,1.0,0.0,3.0,3.0,64800.0,2
24.0,1,3.85,742.0,2.5,0,1.0,8.0,2.0,4.0,53800.0,0
27.0,2,2.16,335.0,2.08,4,0.0,0.0,3.0,3.0,42900.0,3
18.0,0,3.86,463.0,2.41,5,0.0,3.0,3.0,2.0,55100.0,2
29.0,1,3.41,549.0,2.4,3,2.0,5.0,4.0,3.0,69900.0,0
28.0,1,2.66,301.0,2.13,2,3.0,8.0,3.0,9.0,74900.0,3
26.0,0,2.78,654.0,3.45,1,3.0,3.0,0.0,2.0,55500.0,0
25.0,1,3.48,555.0,2.76,3,0.0,6.0,2.0,5.0,67000.0,2
24.0,1,3.2,628.0,3.77,6,0.0,6.0,4.0,3.0,28700.0,2
27.0,0,3.34,341.0,2.5,2,3.0,5.0,1.0,9.0,59300.0,0
24.0,0,2.78,492.0,2.91,5,3.0,8.0,5.0,7.0,47300.0,3
22.0,0,2.98,84.0,3.28,4,2.0,9.0,3.0,10.0,32800.0,0
22.0,1,3.98,929.0,3.75,0,3.0,6.0,5.0,3.0,36000.0,2
28.0,1,2.43,259.0,3.05,3,1.0,2.0,4.0,2.0,37800.0,0
22.0,0,2.84,360.0,2.75,5,3.0,5.0,5.0,2.0,54400.0,2
18.0,1,2.58,87.0,3.73,1,4.0,6.0,3.0,5.0,33400.0,1
25.0,0,3.53,428.0,2.62,0,3.0,6.0,3.0,9.0,60600.0,2
29.0,0,3.53,367.0,2.16,6,0.0,5.0,4.0,2.0,64500.0,0
28.0,1,2.58,343.0,2.89,0,0.0,2.0,0.0,2.0,48200.0,0
18.0,0,2.16,347.0,3.57,5,4.0,5.0,1.0,8.0,46900.0,2
21.0,0,2.02,803.0,2.06,5,1.0,1.0,3.0,3.0,52300.0,0
26.0,0,2.85,921.0,3.17,1,3.0,9.0,0.0,3.0,42600.0,3
26.0,1,2.82,96.0,3.19,6,3.0,0.0,3.0,6.0,71900.0,3
22.0,1,3.98,255.0,3.86,1,4.0,7.0,3.0,6.0,25000.0,0
21.0,0,2.94,854.0,2.57,5,2.0,2.0,0.0,6.0,44200.0,2
20.0,1,2.51,136.0,2.56,2,2.0,7.0,3.0,5.0,26500.0,3
20.0,2,3.78,248.0,2.88,1,1.0,2.0,1.0,4.0,58600.0,0
29.0,1,2.98,499.0,2.71,0,3.0,1.0,5.0,9.0,53200.0,0
22.0,0,3.2,884.0,3.47,5,3.0,7.0,4.0,4.0,61300.0,0
27.0,1,2.19,958.0,3.28,2,3.0,2.0,5.0,1.0,52400.0,0
18.0,0,2.77,486.0,3.52,2,0.0,7.0,0.0,8.0,55900.0,1
22.0,1,3.89,402.0,3.64,3,2.0,1.0,5.0,8.0,36900.0,0
23.0,1,3.18,604.0,3.85,0,4.0,3.0,2.0,3.0,52200.0,0
24.0,1,2.69,412.0,2.86,0,0.0,8.0,3.0,9.0,38300.0,0
29.0,0,3.25,971.0,3.97,6,0.0,0.0,4.0,7.0,59200.0,0
26.0,1,3.82,908.0,2.43,1,2.0,1.0,1.0,7.0,35800.0,2
20.0,0,2.55,448.0,3.43,4,3.0,1.0,1.0,5.0,42300.0,2
19.0,0,3.01,247.0,3.07,1,1.0,8.0,2.0,3.0,48700.0,2
20.0,1,3.92,770.0,3.63,0,4.0,9.0,5.0,10.0,73000.0,0
29.0,0,2.34,699.0,2.95,1,2.0,4.0,1.0,5.0,50500.0,3
26.0,1,3.44,421.0,3.57,0,1.0,3.0,5.0,3.0,80300.0,3
29.0,2,3.23,124.0,3.86,5,2.0,9.0,4.0,3.0,70700.0,0
24.0,0,3.36,260.0,3.46,2,2.0,9.0,2.0,1.0,45400.0,0
26.0,1,2.7,169.0,3.55,1,2.0,3.0,5.0,4.0,56100.0,0
19.0,1,2.63,941.0,2.13,5,2.0,6.0,0.0,9.0,58300.0,0
22.0,1,3.37,877.0,2.41,1,3.0,2.0,5.0,6.0,25000.0,2
21.0,2,2.43,111.0,3.95,0,0.0,8.0,5.0,6.0,25000.0,2
19.0,1,2.84,290.0,3.39,5,2.0,4.0,2.0,6.0,56700.0,0
26.0,0,2.38,599.0,3.12,0,1.0,8.0,0.0,5.0,57700.0,0
26.0,1,2.02,13.0,2.73,6,1.0,0.0,1.0,2.0,52300.0,0
23.0,0,3.94,263.0,2.09,1,1.0,9.0,4.0,5.0,33300.0,0
28.0,1,2.86,800.0,2.74,3,0.0,7.0,5.0,10.0,86200.0,3
23.0,0,3.94,23.0,3.0,0,0.0,1.0,3.0,3.0,58500.0,2
25.0,0,2.28,945.0,2.42,3,1.0,7.0,2.0,10.0,65300.0,0
23.0,0,3.17,200.0,2.35,2,3.0,3.0,1.0,2.0,64000.0,0
18.0,1,2.4,242.0,3.02,2,0.0,1.0,5.0,4.0,52200.0,3
21.0,1,3.58,239.0,3.17,3,0.0,1.0,4.0,10.0,51300.0,0
24.0,1,3.57,303.0,2.48,4,3.0,5.0,3.0,9.0,63600.0,2
19.0,0,2.23,165.0,3.17,2,2.0,2.0,2.0,7.0,42200.0,0
26.0,1,3.82,738.0,3.8,3,0.0,9.0,4.0,10.0,64600.0,0
25.0,0,2.39,176.0,2.95,6,1.0,2.0,1.0,9.0,52600.0,2
25.0,1,3.23,29.0,3.71,6,1.0,8.0,5.0,3.0,58900.0,0
24.0,0,3.97,677.0,3.85,2,3.0,4.0,5.0,2.0,52700.0,0
21.0,0,3.76,535.0,2.18,5,1.0,6.0,5.0,9.0,36700.0,0
19.0,0,3.91,294.0,2.19,3,4.0,4.0,2.0,6.0,47500.0,0
20.0,1,2.69,477.0,2.95,3,1.0,1.0,5.0,10.0,68300.0,2
29.0,1,2.21,383.0,3.18,3,3.0,7.0,2.0,4.0,59700.0,0
23.0,1,2.38,556.0,2.85,4,3.0,8.0,5.0,4.0,66600.0,2
29.0,1,3.0,773.0,2.65,2,3.0,1.0,0.0,10.0,64100.0,0
29.0,0,3.59,692.0,3.28,4,4.0,1.0,5.0,10.0,41500.0,2
22.0,0,2.3,296.0,2.0,3,0.0,3.0,0.0,6.0,26600.0,0
29.0,0,3.32,651.0,3.94,0,2.0,7.0,2.0,7.0,62700.0,0
25.0,1,2.65,334.0,2.46,3,1.0,4.0,4.0,10.0,47500.0,0
23.0,0,2.68,248.0,3.83,0,0.0,4.0,1.0,5.0,60400.0,0
23.0,0,3.32,241.0,2.22,6,3.0,6.0,3.0,8.0,71000.0,0
18.0,0,2.93,106.0,2.48,0,0.0,3.0,0.0,10.0,44700.0,0
21.0,1,3.62,898.0,2.47,6,0.0,8.0,1.0,1.0,38600.0,1
22.0,1,2.31,931.0,3.99,2,4.0,3.0,5.0,1.0,34700.0,2
29.0,1,3.58,685.0,2.01,5,3.0,7.0,2.0,4.0,49700.0,0
28.0,0,2.13,561.0,3.28,5,3.0,2.0,1.0,8.0,28800.0,0
20.0,0,2.39,123.0,3.74,4,1.0,5.0,1.0,8.0,55300.0,3
26.0,1,3.31,35.0,3.34,4,1.0,0.0,5.0,6.0,56000.0,3
18.0,1,3.71,618.0,2.73,6,1.0,6.0,1.0,5.0,55900.0,1
23.0,0,2.51,988.0,3.92,6,1.0,6.0,2.0,10.0,25000.0,3
23.0,0,2.65,840.0,3.79,3,0.0,1.0,0.0,10.0,67900.0,0
27.0,1,3.07,416.0,2.87,1,0.0,4.0,3.0,2.0,51900.0,0
22.0,0,2.42,708.0,3.15,6,1.0,3.0,4.0,5.0,43200.0,2
29.0,2,3.62,621.0,3.94,0,1.0,9.0,0.0,5.0,59700.0,2
22.0,0,3.55,637.0,3.97,2,1.0,8.0,3.0,2.0,59500.0,0
27.0,1,2.29,327.0,2.9,4,2.0,1.0,2.0,8.0,32800.0,0
22.0,0,2.93,295.0,3.69,0,1.0,2.0,3.0,10.0,49300.0,1
23.0,0,3.55,432.0,2.6,4,2.0,0.0,2.0,5.0,41000.0,3
25.0,1,2.67,347.0,2.74,2,1.0,9.0,3.0,5.0,43700.0,0
19.0,0,3.27,37.0,2.33,0,3.0,4.0,0.0,1.0,57800.0,0
23.0,0,2.1,700.0,2.42,4,4.0,2.0,5.0,1.0,36900.0,3
18.0,0,3.22,512.0,3.31,6,0.0,3.0,5.0,1.0,58300.0,0
21.0,1,2.31,849.0,3.02,1,3.0,3.0,5.0,8.0,36100.0,2
27.0,0,3.66,970.0,2.46,6,4.0,5.0,2.0,10.0,68100.0,0
20.0,0,2.71,900.0,2.81,5,2.0,9.0,1.0,2.0,40200.0,2
26.0,1,2.56,535.0,2.75,4,0.0,6.0,5.0,8.0,84400.0,0
20.0,0,3.68,910.0,3.97,3,2.0,6.0,2.0,6.0,62200.0,3
23.0,0,2.1,773.0,3.71,0,2.0,7.0,2.0,5.0,47100.0,0
18.0,0,2.79,706.0,2.78,1,0.0,2.0,3.0,6.0,35700.0,2
29.0,1,2.74,878.0,3.83,0,4.0,4.0,2.0,4.0,57800.0,2
23.0,0,2.57,664.0,2.69,3,0.0,9.0,3.0,3.0,65200.0,2
21.0,1,3.82,18.0,3.34,3,1.0,5.0,0.0,4.0,59300.0,0
25.0,1,3.5,27.0,3.93,3,2.0,5.0,2.0,9.0,41300.0,2
28.0,0,2.13,536.0,2.78,4,1.0,7.0,1.0,8.0,71400.0,0
26.0,1,3.43,29.0,3.36,6,0.0,4.0,1.0,8.0,54400.0,3
21.0,0,3.05,651.0,2.59,4,0.0,4.0,0.0,1.0,40200.0,0
27.0,1,3.8,658.0,2.53,6,4.0,0.0,5.0,5.0,83200.0,3
29.0,1,2.63,635.0,3.15,1,2.0,0.0,1.0,6.0,59800.0,2
27.0,1,3.15,640.0,3.96,3,3.0,5.0,3.0,9.0,56100.0,0
23.0,2,3.0,880.0,2.91,5,0.0,9.0,2.0,10.0,42700.0,0
18.0,0,2.98,117.0,3.88,6,3.0,9.0,4.0,10.0,49500.0,1
21.0,0,2.91,132.0,3.83,2,2.0,4.0,2.0,6.0,37800.0,0
24.0,1,2.41,289.0,2.51,5,1.0,9.0,2.0,1.0,52800.0,2
29.0,1,3.51,718.0,2.8,2,2.0,5.0,4.0,1.0,58200.0,0
18.0,2,2.9,236.0,3.29,6,4.0,8.0,5.0,7.0,25000.0,3
25.0,1,3.92,42.0,3.04,5,3.0,7.0,1.0,3.0,30700.0,2
29.0,1,2.52,160.0,2.19,5,3.0,6.0,1.0,7.0,36300.0,3
27.0,0,3.37,764.0,3.99,1,1.0,6.0,2.0,5.0,27400.0,3
29.0,1,3.88,691.0,3.51,0,1.0,5.0,1.0,1.0,37600.0,2
28.0,0,3.33,125.0,2.88,4,0.0,5.0,3.0,8.0,72100.0,0
23.0,0,3.74,260.0,3.24,3,2.0,0.0,3.0,9.0,67100.0,0
22.0,1,3.65,276.0,2.18,6,4.0,6.0,4.0,6.0,40700.0,0
27.0,1,2.72,213.0,2.99,1,0.0,4.0,2.0,2.0,58300.0,0
28.0,1,3.2,963.0,3.86,5,2.0,6.0,5.0,9.0,32700.0,0
26.0,0,2.31,473.0,3.79,4,1.0,5.0,3.0,2.0,79300.0,3
19.0,0,3.07,836.0,2.67,0,4.0,7.0,0.0,6.0,47000.0,0
22.0,1,2.46,702.0,3.06,1,1.0,2.0,1.0,10.0,25000.0,0
23.0,1,3.49,570.0,3.39,0,1.0,7.0,5.0,4.0,83500.0,2
24.0,0,3.06,431.0,2.68,2,3.0,6.0,2.0,6.0,45500.0,3
22.0,0,2.82,715.0,2.13,4,2.0,0.0,3.0,4.0,80500.0,0
26.0,1,2.54,80.0,3.01,4,0.0,2.0,4.0,3.0,63800.0,0
18.0,1,4.0,955.0,3.2,0,3.0,9.0,3.0,8.0,54400.0,0
24.0,1,2.14,228.0,2.01,2,2.0,3.0,0.0,5.0,25000.0,0
27.0,0,2.09,902.0,2.19,3,2.0,8.0,3.0,1.0,51600.0,2
24.0,2,2.43,95.0,2.41,6,2.0,5.0,2.0,8.0,26600.0,2
21.0,1,3.94,424.0,2.7,5,4.0,6.0,4.0,3.0,45000.0,3
26.0,0,3.96,973.0,3.08,2,3.0,4.0,4.0,4.0,52400.0,3
29.0,1,3.31,919.0,2.59,1,0.0,2.0,0.0,9.0,69900.0,3
28.0,1,3.76,948.0,2.55,0,3.0,4.0,2.0,3.0,41000.0,2
22.0,1,2.43,516.0,3.74,4,1.0,6.0,0.0,5.0,82300.0,0
21.0,0,3.94,165.0,2.29,1,2.0,8.0,0.0,8.0,27000.0,0
24.0,0,2.29,426.0,2.99,4,1.0,8.0,0.0,6.0,37800.0,2
21.0,0,2.2,997.0,3.91,2,3.0,7.0,3.0,3.0,52700.0,3
20.0,1,2.22,812.0,3.25,4,0.0,4.0,1.0,8.0,25000.0,2
26.0,1,3.15,993.0,3.43,5,1.0,6.0,3.0,5.0,32300.0,3
28.0,1,3.56,893.0,2.86,4,1.0,3.0,2.0,6.0,57000.0,0
25.0,0,2.73,42.0,2.04,5,4.0,9.0,5.0,3.0,64000.0,0
18.0,1,3.96,797.0,3.29,4,3.0,4.0,0.0,8.0,35400.0,2
24.0,0,2.87,741.0,3.26,4,1.0,3.0,0.0,4.0,42100.0,3
26.0,1,2.3,403.0,2.22,5,3.0,2.0,1.0,9.0,57600.0,0
25.0,1,2.93,755.0,2.92,5,0.0,0.0,4.0,5.0,25000.0,0
25.0,1,3.36,724.0,3.83,1,1.0,4.0,0.0,1.0,47300.0,0
23.0,1,3.66,416.0,2.41,0,0.0,1.0,3.0,9.0,46500.0,0
28.0,1,2.92,300.0,2.92,6,1.0,5.0,0.0,8.0,76500.0,0
21.0,1,3.19,55.0,2.92,1,2.0,4.0,2.0,5.0,58000.0,0
25.0,0,2.53,336.0,3.62,3,4.0,1.0,1.0,3.0,50300.0,0
20.0,0,3.29,901.0,3.65,0,4.0,7.0,5.0,9.0,61500.0,0
26.0,1,3.97,881.0,3.52,0,4.0,4.0,4.0,7.0,53300.0,0
19.0,1,2.1,430.0,2.73,5,0.0,1.0,5.0,8.0,36000.0,2
19.0,1,3.77,972.0,2.14,3,3.0,0.0,2.0,3.0,60800.0,2
29.0,1,3.12,685.0,2.7,5,4.0,1.0,3.0,6.0,62900.0,0
29.0,1,2.5,789.0,3.36,5,1.0,0.0,5.0,4.0,45200.0,0
24.0,0,3.91,334.0,3.41,2,1.0,9.0,2.0,3.0,53000.0,0
29.0,1,2.97,741.0,3.93,3,2.0,9.0,5.0,4.0,79300.0,0
27.0,1,2.66,406.0,2.91,2,0.0,2.0,0.0,2.0,53100.0,0
21.0,1,2.36,30.0,3.26,6,1.0,2.0,1.0,5.0,46900.0,0
27.0,1,2.49,535.0,3.08,2,1.0,9.0,0.0,8.0,34900.0,0
25.0,0,3.67,517.0,2.3,5,2.0,0.0,1.0,5.0,36500.0,2
26.0,1,3.23,575.0,2.92,6,2.0,6.0,3.0,2.0,51400.0,1
24.0,1,3.83,221.0,3.09,6,3.0,9.0,2.0,7.0,40600.0,3
22.0,0,2.46,827.0,3.9,4,3.0,6.0,5.0,8.0,59000.0,3
25.0,1,2.24,990.0,2.73,4,3.0,8.0,1.0,4.0,43700.0,2
21.0,0,2.01,594.0,3.96,3,1.0,4.0,2.0,3.0,93000.0,3
19.0,0,3.02,494.0,3.08,5,2.0,3.0,5.0,8.0,53500.0,2
28.0,1,4.0,754.0,2.48,6,0.0,4.0,1.0,10.0,26300.0,0
29.0,0,3.39,253.0,2.38,5,3.0,7.0,0.0,2.0,52800.0,2
23.0,1,2.62,564.0,2.28,2,4.0,7.0,1.0,7.0,44400.0,0
26.0,0,3.75,321.0,2.91,1,1.0,3.0,1.0,10.0,60800.0,0
18.0,1,3.56,39.0,2.04,4,0.0,7.0,4.0,8.0,50100.0,0
28.0,1,2.03,465.0,2.89,0,1.0,3.0,5.0,5.0,56200.0,0
27.0,0,3.63,771.0,3.98,0,3.0,3.0,5.0,7.0,90700.0,2
29.0,0,2.6,938.0,3.34,2,1.0,7.0,3.0,9.0,46800.0,3
24.0,2,2.3,839.0,3.52,4,3.0,1.0,5.0,8.0,61000.0,1
27.0,0,2.45,411.0,2.24,1,1.0,3.0,0.0,5.0,66600.0,0
26.0,1,2.94,412.0,2.95,5,3.0,0.0,0.0,4.0,54700.0,1
27.0,1,2.85,492.0,2.57,6,2.0,0.0,2.0,3.0,25800.0,2
26.0,1,2.58,438.0,3.79,4,2.0,7.0,1.0,6.0,61700.0,0
27.0,1,2.34,479.0,2.36,2,2.0,3.0,1.0,4.0,25000.0,2
28.0,1,3.52,783.0,2.92,5,2.0,5.0,5.0,4.0,75600.0,0
20.0,0,3.98,949.0,3.18,6,2.0,4.0,1.0,7.0,30400.0,0
28.0,1,3.56,72.0,3.03,4,4.0,9.0,0.0,10.0,79400.0,2
22.0,1,2.59,582.0,3.66,3,1.0,5.0,4.0,5.0,51300.0,2
25.0,1,2.49,220.0,2.46,1,2.0,3.0,2.0,1.0,63100.0,0
25.0,0,2.44,4.0,2.75,0,4.0,3.0,1.0,5.0,57700.0,3
21.0,0,2.27,862.0,3.58,2,4.0,6.0,4.0,6.0,64600.0,2
29.0,0,3.1,913.0,3.06,0,1.0,0.0,5.0,1.0,25000.0,0
28.0,1,3.21,290.0,2.8,5,1.0,8.0,3.0,3.0,40400.0,2
28.0,0,3.41,380.0,2.06,6,3.0,9.0,0.0,6.0,56100.0,0
18.0,1,3.36,902.0,3.51,6,3.0,2.0,3.0,7.0,50800.0,0
18.0,0,2.58,804.0,3.94,3,2.0,3.0,0.0,7.0,44000.0,3
21.0,0,2.66,355.0,3.24,6,0.0,8.0,2.0,7.0,52900.0,0
23.0,1,3.36,743.0,3.71,6,3.0,4.0,5.0,9.0,46700.0,0
25.0,0,2.7,935.0,3.03,5,0.0,3.0,3.0,2.0,83100.0,2
23.0,0,2.43,80.0,2.46,0,3.0,5.0,2.0,3.0,70100.0,2
29.0,1,2.75,66.0,2.03,0,4.0,0.0,2.0,7.0,72300.0,0
26.0,0,2.54,136.0,3.31,2,4.0,9.0,2.0,6.0,77100.0,2
26.0,1,2.18,399.0,2.99,2,4.0,0.0,3.0,1.0,57400.0,3
19.0,1,3.66,703.0,3.56,6,0.0,4.0,3.0,10.0,36000.0,2
27.0,1,3.71,347.0,3.39,4,2.0,4.0,3.0,7.0,45800.0,3
18.0,1,2.44,848.0,3.98,1,3.0,8.0,1.0,2.0,55300.0,0
19.0,0,2.13,961.0,3.02,2,3.0,0.0,2.0,4.0,52300.0,0
22.0,1,3.48,59.0,2.85,6,0.0,2.0,5.0,7.0,30100.0,0
21.0,0,2.42,778.0,2.57,4,4.0,2.0,1.0,4.0,55400.0,2
21.0,1,2.79,519.0,2.95,4,2.0,3.0,0.0,6.0,33200.0,3
26.0,2,2.13,880.0,3.75,0,3.0,6.0,3.0,9.0,79100.0,3
28.0,0,2.45,714.0,2.08,4,2.0,6.0,5.0,5.0,61700.0,0
25.0,0,3.59,844.0,3.96,3,2.0,9.0,4.0,3.0,47100.0,2
23.0,1,3.61,977.0,3.99,0,1.0,4.0,0.0,6.0,51000.0,1
18.0,1,2.41,237.0,3.2,0,2.0,8.0,2.0,4.0,75900.0,0
19.0,1,2.67,780.0,2.66,3,1.0,6.0,2.0,9.0,27600.0,2
23.0,0,2.27,79.0,2.45,5,0.0,1.0,5.0,2.0,42800.0,3
28.0,0,2.15,558.0,2.55,5,4.0,2.0,1.0,10.0,58000.0,3
19.0,1,3.98,755.0,2.1,0,1.0,6.0,3.0,5.0,25000.0,0
27.0,1,3.31,800.0,2.95,2,2.0,4.0,5.0,9.0,47900.0,0
22.0,0,3.08,672.0,2.11,0,4.0,6.0,3.0,10.0,43300.0,2
22.0,1,3.53,115.0,3.44,3,2.0,8.0,0.0,7.0,87000.0,3
23.0,0,3.68,986.0,2.74,6,2.0,8.0,5.0,5.0,48000.0,2
23.0,0,3.61,462.0,2.4,6,1.0,2.0,0.0,8.0,34500.0,0
23.0,0,2.03,626.0,3.09,6,0.0,7.0,0.0,2.0,36700.0,3
19.0,1,2.37,126.0,3.95,5,2.0,5.0,4.0,4.0,25000.0,0
27.0,1,3.31,602.0,3.39,3,1.0,3.0,4.0,6.0,75300.0,2
20.0,0,2.75,573.0,2.98,3,2.0,3.0,2.0,7.0,51600.0,0
23.0,0,3.96,965.0,3.55,2,4.0,3.0,2.0,8.0,47400.0,0
25.0,1,3.33,500.0,3.47,3,0.0,6.0,2.0,4.0,64100.0,0
29.0,1,3.91,829.0,3.78,4,2.0,5.0,5.0,9.0,58200.0,0
28.0,0,2.4,102.0,2.41,6,0.0,1.0,3.0,7.0,50200.0,3
29.0,0,3.73,626.0,3.72,3,0.0,4.0,2.0,2.0,35000.0,0
18.0,0,2.64,174.0,2.6,1,4.0,4.0,1.0,9.0,41900.0,0
18.0,2,3.98,452.0,3.88,5,4.0,5.0,0.0,7.0,51900.0,2
28.0,1,2.32,92.0,2.56,0,3.0,6.0,5.0,5.0,60000.0,2
19.0,1,3.03,695.0,3.85,2,0.0,7.0,3.0,3.0,30000.0,2
28.0,0,3.59,385.0,3.93,6,2.0,9.0,4.0,9.0,48700.0,0
29.0,0,2.87,205.0,2.29,4,4.0,7.0,0.0,7.0,69400.0,0
29.0,1,2.94,363.0,3.95,4,2.0,4.0,2.0,3.0,31400.0,0
23.0,1,3.97,707.0,2.17,6,0.0,1.0,4.0,5.0,61200.0,0
26.0,0,2.85,817.0,2.44,4,4.0,9.0,4.0,3.0,30500.0,3
21.0,1,3.21,498.0,2.89,1,3.0,7.0,4.0,3.0,42000.0,2
20.0,1,2.11,537.0,3.99,2,0.0,5.0,5.0,7.0,25000.0,0
29.0,0,3.68,234.0,2.98,5,2.0,2.0,0.0,9.0,54500.0,0
25.0,0,3.3,16.0,3.1,0,3.0,3.0,3.0,5.0,38500.0,2
28.0,0,2.81,981.0,3.39,2,0.0,0.0,0.0,4.0,25000.0,0
27.0,1,2.03,141.0,3.94,2,4.0,2.0,1.0,4.0,52100.0,2
26.0,0,3.18,948.0,3.57,5,0.0,3.0,2.0,3.0,65900.0,0
29.0,0,2.03,620.0,2.45,6,1.0,1.0,5.0,8.0,56100.0,0
28.0,0,2.0,420.0,2.61,3,2.0,5.0,3.0,10.0,55400.0,3
22.0,0,3.23,456.0,2.2,0,4.0,7.0,5.0,1.0,61800.0,0
26.0,1,2.38,300.0,3.29,2,4.0,5.0,3.0,3.0,39200.0,2
19.0,1,2.38,339.0,2.36,1,1.0,9.0,2.0,2.0,51600.0,0
20.0,1,3.31,303.0,2.51,5,3.0,2.0,1.0,7.0,83000.0,0
